address,categories,city,country,name,reviews.rating,reviews.text
1700 Skibo Rd,Hotels,Fayetteville,US,Hampton Inn Fayetteville Fort Bragg,4,"Clean , comfortable in a very good and convenient location"
118 S Clinton St,"Railroads,Hotels,Rail Tours,Tours",Chicago,US,Pullman Rail Journeys,5,"The beautiful Dome car/Dining Car and sleeping car are dream to travel and dine in. Hauled behind the 1.45pm Amtrak service from New Orleans, but isolated from the amtrak customers on the train you are wined and dined in true style with every possible drink from the very well stocked bar. My wife and I and our friends thoroughly enjoyed... More"
4507 Brooklyn Ave N E,"Hotel,fun hotels in seattle",Seattle,US,Hotel Deca - A Noble House Hotel,5,"Lovely historic hotel. Clean, good sized rooms. Cool lobby. Good location. Great views of Seattle. Staff could not have been more friendly or helpful - Jimmy and Pasha at the front desk, Charles from security who showed me around."
2008 S Hawthorne Rd,Hotels & Motels,Winston Salem,US,Quality Inn & Suites Hanes Mall,3,"Stayed here on way to MB. Warm evening, left door open as smell was a little stale. Close to mall where we picked up quick dinner. Included breakfast was ok, which was fine as we wanted to get going. Big bathroom, beds were ok. Outdoor pool was closed but we got there late. I picked this hotel as it was... More"
225 6th St S E,"Hotels & Motels,Family-Friendly Hotels,Extended Stay,Tourist Hotels,Weekend Getaway Hotels,Travel,Apartment Hotels,Beach Hotels,Budget Hotels,Lodging,Business Hotels",Auburn,US,La Quinta Inn & Suites Auburn,5,"We checked into La Quinta and were surprised at how nice this location was. It has been some time since I've stayed at one and both my wife an I always compared this chain to a Motel 6, one of the cheap one. Surprise! It actually was a nice experience. La Quinta upped their game! All of the employee were... More"
4021 Union Deposit Rd,Hotels,Harrisburg,US,Holiday Inn Express - Harrisburg East,2,"Old property with dark, musty rooms. Beds were old and uncomfortable. Bathrooms were not nice either. Hotel badly needs to be renovated. Location is convenient next door to gas stations and fast food restaurants and across the street from a low end shopping center. The hotel is small, but parking is not great. It had snowed and the parking lot... More"
1700 Skibo Rd,Hotels,Fayetteville,US,Hampton Inn Fayetteville Fort Bragg,5,Hotel was nice and clean. AC didn't work until last day and no vent fan in bathroom but other than that it was good. It was plenty close to the mall and restaurants. Also few short miles from base which was why I was there.
375 Main St,"Hotels,Hotel",Waterville,US,Best Western Plus Waterville Grand Hotel,5,"Room were clean, Bed was comfortable, bathroom was functional. Skip the breakfast the service is very, very slow and food is sub par, they overcooked the eggs Benedict I ordered, plus the cost of 4.25 for juice is expensive. I would recommend going across the street to the Governor's Restaurant Bakery. The front desk was very helpful and accommodating....Dear Lawrence S - Thank you for staying with us and taking the time to write this review. We're glad you enjoyed your room and our helpful staff! I apologize that you did not enjoy your breakfast at O'Brien's. We will pass along your comments to their management!"
2625 Constitution Dr,Hotels,Livermore,US,Comfort Inn Livermore,4,Overrall stay was nice. Enjoyed the free breaksfast and wifi. Nice pool area. I was on first floor and people above me were heavy footed. Seemed liked they kept walking back and forth.
1 Wenonah Park Pl,"Conventions Conferences & Trade Shows,Wedding Receptions & Parties,Convention & Meeting Facilities & Services,Hotels",Bay City,US,Doubletree By Hilton Hotel Bay City - Riverfront,4,I thought it was a very nice experience and the Staff was top notch. The floor was dirty in the lobby and elevator at least more than what I would have expected and the fitness room could use a good cleaning but the rooms were very clean and I would recommend this hotel.
375 Main St,"Hotels,Hotel",Waterville,US,Best Western Plus Waterville Grand Hotel,2,was promised an executive suite...got jammed into a small room with a micro wave and fridge and they called that executive.carpet was not clean ..no other trooms available when concerns were voiced
956 S 25th St W,"Hotels & Motels,Hotel",Billings,US,Residence Inn Billings,5,"great sleep, comfy beds , quiet hallways and love the monthly/ weekly calendar ..."
13600 N W 2nd St,Hotels,Fort Lauderdale,US,La Quinta Inn and Suites Sunrise,3,"Were here for the Garth Brooks concert and the La Quinta had not been updated in years. The front desk was good, but forget breakfast. Not much there and they ran out of juice and milk, but had breakfast within a mile. Paid 138 with tax For sleeping for 1 night it was ok."
920 N Rampart St,"Hotel,Hotels",New Orleans,US,Best Western Plus French Quarter Landmark Hotel,5,"This is our third visit to the Best Western Landmark Hotel and it is still, in my opinion the best place to stay while visiting the French Quarter. This visit was during the very busy Labor Day Weekend and the hotel was full, but every staff from the ladies at the front desk to the men and women taking care... More"
1808 S Australian Ave,Hotels,West Palm Beach,US,Doubletree By Hilton West Palm Beach Airport,5,"This is a very nice Doubletree. It appears to be pretty new. Room's are nice. Breakfast was very good, and as always the cookies are great. I would recommend this hotel. Room's have a small refrigerator. My only complaint would be the bathroom is a little small."
920 N Rampart St,"Hotel,Hotels",New Orleans,US,Best Western Plus French Quarter Landmark Hotel,5,"My family (husband and two sons, ages 18 and 13) booked a cruise which left from a port in New Orleans. We decided to book a few days extra stay in NOLA so that we could see the city. The hotel is located on the outside of the French Quarter so you don't see the party scene (unless you want... More"
1700 Skibo Rd,Hotels,Fayetteville,US,Hampton Inn Fayetteville Fort Bragg,4,50 dollar fee that is charged without notice but then returned.
442 Walker Bay Blvd,Hotels,Walker,US,Country Inn Walker,5,"The Country Suites was a great place to stay. It was wonderful being able to sit outside and meet and visit with people from all over. The staff was very friendly from the reception staff to the kind people who cleaned our room, I didn't have breakfast, but didn't hear any complaints. I would recommend staying at your hotel anytime! Thanks for a great time!"
2759 Mcdonald Rd,"Extended Stay,Family-Friendly Hotels,Budget Hotels,Hotels & Motels,Business Hotels,Beach Hotels,Lodging,Weekend Getaway Hotels,Tourist Hotels",Tyler,US,Staybridge Suites Tyler University Area,4,"I have stayed here numerous times during the month of February March and April 2016. This place is clean, well-maintained, and has friendly staff. I was there so long and often, they even knew me by name. I enjoy the breakfast and they have free dinners and wine from Monday through Wednesday. When I had my staff join me for... More"
13600 N W 2nd St,Hotels,Fort Lauderdale,US,La Quinta Inn and Suites Sunrise,5,Very satisfied
4507 Brooklyn Ave N E,"Hotel,fun hotels in seattle",Seattle,US,Hotel Deca - A Noble House Hotel,5,"Stayed for a couple of nights on a work trip and really enjoyed it. The room was large, clean and comfortable. The staff were extremely friendly and helpful. Overall a really nice hotel that I would recommend to others."
4507 Brooklyn Ave N E,"Hotel,fun hotels in seattle",Seattle,US,Hotel Deca - A Noble House Hotel,5,"The service at this hotel is above and beyond any hotel we have stayed! We checked in and the front desk staff was all smiles and joy, however it was the other staff that blew me away. My husband and I were walked to the elevator by a staff member, then another team member(maybe maintainence) held the elevator and greeted... More"
375 Main St,"Hotels,Hotel",Waterville,US,Best Western Plus Waterville Grand Hotel,3,hotel room clean - beds comfy - advertised free wi-fi in rm and our rm had no wi-fi and when I went to the lobby they had 3 computers but only 1 worked. Free breakfast was really bad.
525 Main Ave N,"Hotel,Lodging,Motels,Hotels",Harmony,US,Country Lodge Motel,4,"Harmony was a good location for me, but other reviews of this motel made me reluctant to try it. Very glad I did. It looks like a chain hotel, right on main highway. Phone was answered on first try to make a reservation. Very friendly staff. Efficient check in. Helpful with directions to trail head. Room 103 was clean and... More"
1700 Skibo Rd,Hotels,Fayetteville,US,Hampton Inn Fayetteville Fort Bragg,5,"I enjoyed my stay, clean, quit, and the breakfast was nice. Not many nice hotels in Fayetteville but this is one. This hotel is very safe to stay in. The staff was very sweet when I ask how much for the breakfast for my mother who lives in town they said bring her"
3917 Ridgemont Dr,Hotels,Abilene,US,Hampton Inn Abilene,5,"Good bedding, nice service"
13600 N W 2nd St,Hotels,Fort Lauderdale,US,La Quinta Inn and Suites Sunrise,3,"I stayed there for two nights because it is good location to sawgrass mils, less then 5 minutes no busy road. Room was ok, we were in 1st floor. Staff wasn't ok, lady at the reception wasn't prepeared to help us with information. I asked her for example where to get coupon book for sawgrass mils. She doesn't know enything.... More"
703 S Negley Ave,"Bed & Breakfasts,Weekend Getaway Hotels,Hotels & Motels,Hotels",Pittsburgh,US,The Inn On Negley,5,"We just loved the Inn on Negley! We stayed for one night during a road trip from Buffalo. I wish we could have stayed longer. We had the Afternoon Tea upon arrival - it was phenomenal! The chef at the Inn is extremely talented everything for the tea was delicious (especially the scones), as was breakfast the next morning. The... More"
